.model_id,.model_desc,.key,.index,.value,.conf_lo,.conf_hi,mean,low,high
1,GLMNET,prediction,21/07/2019,6.466132128,5.783927349,7.148336907,641.9919007,324.0332058,1270.98876
1,GLMNET,prediction,28/07/2019,6.374403513,5.692198733,7.056608292,585.635406,295.5449276,1159.502398
1,GLMNET,prediction,04/08/2019,6.345997894,5.663793114,7.028202673,569.206111,287.2398985,1127.0014
1,GLMNET,prediction,11/08/2019,6.193616315,5.511411536,6.875821094,488.6135051,246.500236,967.5703266
1,GLMNET,prediction,18/08/2019,6.166263376,5.484058597,6.848468156,475.4026387,239.8221266,941.4361349
1,GLMNET,prediction,25/08/2019,6.134998502,5.452793723,6.817203282,460.7384025,232.4093369,912.426837
1,GLMNET,prediction,01/09/2019,6.019829121,5.337624341,6.7020339,410.5082715,207.0179432,813.0598589
1,GLMNET,prediction,08/09/2019,5.85945014,5.17724536,6.541654919,349.5313477,176.1940324,692.4332047
1,GLMNET,prediction,15/09/2019,5.672737999,4.99053322,6.354942779,289.8297369,146.0147938,574.3294187
1,GLMNET,prediction,22/09/2019,5.754174783,5.071970004,6.436379563,314.5050801,158.4882105,623.1430337
1,GLMNET,prediction,29/09/2019,5.694354831,5.012150052,6.37655961,296.1849972,149.2273858,586.9016137
1,GLMNET,prediction,06/10/2019,5.53830002,4.856095241,6.2205048,253.2454199,127.5213761,501.9570606
1,GLMNET,prediction,13/10/2019,5.432059363,4.749854584,6.114264143,227.6195717,114.5674779,451.2631237
1,GLMNET,prediction,20/10/2019,5.495374712,4.813169933,6.177579491,242.562775,122.1212858,480.8242839
1,GLMNET,prediction,27/10/2019,5.61231574,4.930110961,6.294520519,272.777502,137.3948679,540.5960993
1,GLMNET,prediction,03/11/2019,5.710605545,5.028400766,6.392810324,301.0539202,151.6886325,596.5334852
1,GLMNET,prediction,10/11/2019,5.855041728,5.172836948,6.537246507,347.9894622,175.4146073,689.3829936
1,GLMNET,prediction,17/11/2019,5.949167812,5.266963033,6.631372592,382.4341172,192.8264233,757.5225983
1,GLMNET,prediction,24/11/2019,5.99845131,5.31624653,6.680656089,401.8044908,202.6181712,795.8417397
1,GLMNET,prediction,01/12/2019,5.879645217,5.197440438,6.561849997,356.6823197,179.8088576,706.5795041
1,GLMNET,prediction,08/12/2019,5.793088684,5.110883904,6.475293463,327.0246256,164.8168564,647.9096306
1,GLMNET,prediction,15/12/2019,5.794425705,5.112220926,6.476630484,327.4634949,165.0387053,648.7778169
1,GLMNET,prediction,22/12/2019,5.607226737,4.925021957,6.289431516,271.3877865,136.692365,537.8469161
